"title","bundle.x","fanRating.x"
"my_brain_mix4","The Make Believe Years",4.29
"my_day_is_coming_2008_edit_c3","The Red-Raditude-Hurley Years",3.5
"my_day_is_coming_edit_c3_longer","The Red-Raditude-Hurley Years",4.46
"my_minds_on_you_sftv","The Blue-Pinkerton Years",4.17
"mykel_carli_don_slacks","The Blue-Pinkerton Years",4.58
"narcissus_blooming_3","EWBAITE",4.5
"negativland_don_slacks","The Blue-Pinkerton Years",4.47
"new_girl_2012_11_14_acoustic_sketch_1","EWBAITE",3.43
"new_girl_2012_11_14_acoustic_sketch_2","EWBAITE",3.77
"new_girl_2012_11_27_piano_sketch_w_josh","EWBAITE",3.25
"no_bars_2013_1_22_acoustic_sketch","EWBAITE",2.25
"no_bars_2013_2_5_acoustic_sketch","EWBAITE",2.38
"no_bars_2013_2_5_acoustic_sketch_dup","EWBAITE",2.67
"no_bars_2013_2_7_acoustic","EWBAITE",2.8
"no_bars_v10","EWBAITE",3.6
"no_bars_v11","EWBAITE",3.75
"no_bars_v12","EWBAITE",4.36
"no_bars_v13","EWBAITE",4.19
"no_bars_v3","EWBAITE",4.05
"no_bars_v4","EWBAITE",3.25
"no_bars_v6","EWBAITE",3.71
"no_bars_v7","EWBAITE",3.86
"no_bars_v8","EWBAITE",3.33
"no_bars_v9","EWBAITE",3.33
"no_one_else_monterey_jack","The Blue-Pinkerton Years",4.57
"now_or_later","The Red-Raditude-Hurley Years",4
"oh_god_im_hungry_sftv","The Blue-Pinkerton Years",3.92
"oh_she_left_me_there","The Green Years",4.74
"oh_sisyphus_voice_memo_2014_9_28","EWBAITE",2.67
"old_school_w3_4_pink_melody","EWBAITE",3.7
"on_the_beach_2","The White Years",2
"only_a_cockroach_rc2","EWBAITE",4.76
"our_day_will_come_acoustic","The Red-Raditude-Hurley Years",4.2
"pachelbel_strum","The Green Years",3.67
"pacific_sunset_2","The White Years",3.15
"pacific_sunset_3_123_lyrics","The White Years",3.8
"pacific_sunset_4_verse_two_and_6_8","The White Years",3.98
"pacific_sunset_5_extendo","The White Years",4.69
"pacific_sunset_6_show_me","The White Years",4.73
"pacific_sunset_8_solo_sketch","The White Years",4.29
"pacific_sunset_riff","EWBAITE",3.5
"pacific_sunset_v11_124_to_184_5_1_to_3","EWBAITE",4.6
"pacific_sunset_v12_cleaned_solo_124_to_185_1_to_3","EWBAITE",4.83
"pacific_sunset_v7","EWBAITE",4.7
"pacific_sunset_v9_more_solo_guitars","EWBAITE",4.67
"pantsu_nugu","The Red-Raditude-Hurley Years",2
"people_watcher_3","The White Years",3.67
"perfect_situation","The Make Believe Years",3.56
"perfect_situation_2","The Make Believe Years",4.15
"perfect_situation_c_o_r","The Green Years",4.39
"piano_i_with_a_6_in_it_great_soarin","EWBAITE",1.75
"piece_2018_12_4_14_23_18","The Pacific Daydream Black Years",1.67
"piece_of_cake_1_79_aq","The Pacific Daydream Black Years",3
"piece_of_cake_10_talky_82_1","The Pacific Daydream Black Years",3.6
"piece_of_cake_11_82_3","The Pacific Daydream Black Years",3.83
"piece_of_cake_12_zip_82_0","The Pacific Daydream Black Years",3.25
"piece_of_cake_13_long_verse_melo_84_2","The Pacific Daydream Black Years",4
"piece_of_cake_14_no_verse_voc_84_2","The Pacific Daydream Black Years",2.33
"piece_of_cake_15_vocals_84_2_20_bars","The Pacific Daydream Black Years",1.67
"piece_of_cake_18_82_0","The Pacific Daydream Black Years",3.75
"piece_of_cake_19_v3_short_chorus_82_0","The Pacific Daydream Black Years",4.5
"piece_of_cake_21_prod_83_0","The Pacific Daydream Black Years",4.5
"piece_of_cake_22_tag_83_0","The Pacific Daydream Black Years",4.25
"piece_of_cake_4_verse_melo_79_3","The Pacific Daydream Black Years",3.6
"piece_of_cake_5_verse_lyrics_79_3","The Pacific Daydream Black Years",3.12
"piece_of_cake_7_79_3","The Pacific Daydream Black Years",2.67
"piece_of_cake_8_79_3","The Pacific Daydream Black Years",4.14
"piece_of_cake_9_79_3","The Pacific Daydream Black Years",4.17
"pig","The Red-Raditude-Hurley Years",4.43
"please_pick_up_the_phone_monterey_jack","The Blue-Pinkerton Years",4.43
"poor_me","The Make Believe Years",3.86
"pork_and_beans_sped_up_a_little_2","The Red-Raditude-Hurley Years",4.1
"pork_and_beans_sped_up_a_little_more_3","The Red-Raditude-Hurley Years",4.15
"port_o_jonas_don_slacks","The Blue-Pinkerton Years",3.89
"possibilities_v1","The Green Years",4.12
"possibilities_v2","The Green Years",4
"prettiest_girl_in_the_whole_wide_world_pw_remix","Patrick & Rivers",4.25
"pretty_great_piano_melody","EWBAITE",4.41
"pretty_great_piano_melody_2","EWBAITE",4.28
"pretty_great_piano_melody_2_7_2013_8","EWBAITE",3.83
"prodigy_lover","The Green Years",4.29
"prom_night_13","The White Years",3.45
"prom_night_17","The White Years",3.08
"prom_night_rough_js2","The White Years",4.53
"qb_blitz_1_100","The Pacific Daydream Black Years",4.06
"qb_blitz_11_music_box_102","The Pacific Daydream Black Years",4.55
"qb_blitz_13_102","The Pacific Daydream Black Years",4.26
"qb_blitz_3_drums_99","The Pacific Daydream Black Years",3.82
"qb_blitz_4_verse_98","The Pacific Daydream Black Years",4.22
"qb_blitz_5_lyric_tweaks_98","The Pacific Daydream Black Years",4.24
"qb_blitz_6_soft_98","The Pacific Daydream Black Years",4.48
"qb_blitz_8_weezer_101","The Pacific Daydream Black Years",4.22
"qb_blitz_9_qb_bridge_101","The Pacific Daydream Black Years",4.44
"rave_up_4_117","The Red-Raditude-Hurley Years",3.55
"remember_prom_night_14","The White Years",3.33
"remember_prom_night_15_bridge_lyri","The White Years",3.67
"remember_prom_night_16_og_verse_ch","The White Years",3.5
"rest_in_peace_v17","EWBAITE",3.5
"rest_in_peace_v18","EWBAITE",3.83
"rest_in_peace_v20","EWBAITE",4.57
"rest_in_peace_v21","EWBAITE",4.55
"rest_in_peace_v21_1","EWBAITE",4.67
"rest_in_peace_v21_bgv_only","EWBAITE",2.67
"rest_in_peace_v21_instrumental_no_bass_no_perc","EWBAITE",3.75
"rest_in_peace_v21_lead_voc_only","EWBAITE",2.75
"rest_in_peace_v23","EWBAITE",4.52
"resurgum_fidei_v2","EWBAITE",4.64
"resurrection_v1","EWBAITE",4.58
"return_to_ithaca_6_for_rc","EWBAITE",4.33
"return_to_ithaca_v2","EWBAITE",4.5
"return_to_ithaca_v3","EWBAITE",4.76
"riff_2","EWBAITE",2
"rock_and_roll_cockroach_instrumental","EWBAITE",4.12
"rock_and_roll_cockroach_rough_1","EWBAITE",4.43
"rock_and_roll_cockroach_rough_1_alt","EWBAITE",4.16
"rock_and_roll_cockroach_rough_2_instrumental","EWBAITE",4
"rock_and_roll_cockroach_rough_3","EWBAITE",4.55
"rock_and_roll_cockroach_rough_4","EWBAITE",4.61
"rock_and_roll_cockroach_vso_136","EWBAITE",4.46
"rock_star","The Red-Raditude-Hurley Years",4
"rock_star_23","Weezma",3.25
"rock_star_24","Weezma",4.5
"run_over_by_a_truck_2008_edit","The Red-Raditude-Hurley Years",4.2
"sad_skippyjon_jones_1","EWBAITE",4
"sad_skippyjon_jones_2_in_f_major","EWBAITE",3.25
"salvation_1","EWBAITE",4.76
"say_it_aint_so_monterey_jack","The Blue-Pinkerton Years",4.43
"she_makes_me_laugh_v2_67_girl_to","The White Years",4.14
"she_makes_me_laugh_v3_67_verses","The White Years",4.24
"she_makes_me_laugh_v4_134_og_verse","The White Years",4.46
"she_who_is_militant","The Green Years",3.5
"shes_just_a_girl_4_130","The White Years",4.66
"shes_just_a_girl_acoustic_sketch","The White Years",3.25
"shes_just_a_girl_acoustic_sketch_verse_check_3","The White Years",3.62
"shes_just_a_girl_sketch","The White Years",2.75
"shining_star_10","Weezma",4.17
"shining_star_11","Weezma",4.2
"shining_star_12","Weezma",3.67
"shining_star_13","Weezma",3
"shining_star_14","Weezma",3
"shining_star_15","Weezma",3
"shining_star_16","Weezma",4
"shining_star_9","Weezma",3.25
"shining_stars_8","Weezma",3.83
"shiver_riff","The White Years",3.12
"show_me_who_you_are_2004_unchained_melody","The Make Believe Years",4.44
"show_me_who_you_are_8th_melo_2004_05_18","The Make Believe Years",4.26
"show_me_who_you_are_triplet_melody_2004_04_23","The Make Believe Years",3.96
"since_you_came_around_14","The White Years",4.68
"since_you_came_around_v10","The White Years",4.59
"since_you_came_around_v15","The White Years",4.65
"slave","The Green Years",4.5
"sleeping_all_the_night_2004_05_18","The Make Believe Years",4.37
"smaller_than_life_2_14_2013_sketch","EWBAITE",3.38
"smaller_than_life_2013_2_14_sketch_1","EWBAITE",2.25
"smaller_than_life_2013_2_14_sketch_2","EWBAITE",2.25
"smaller_than_life_2013_2_14_sketch_3","EWBAITE",2
"smaller_than_life_2013_2_14_sketch_4","EWBAITE",2.5
"smaller_than_life_2013_2_14_sketch_5","EWBAITE",1.5
"smaller_than_life_2013_2_14_sketch_6","EWBAITE",3.17
"smaller_than_life_2013_2_14_sketch_7","EWBAITE",2.25
"smaller_than_life_2013_2_14_sketch_8","EWBAITE",2.25
"so_you_sense_its_a_sad_situation","The Green Years",4.05
"space_rock","The Green Years",3.7
"special_diamond_rings_all_my_life_i_knew_that","The Red-Raditude-Hurley Years",4.31
"speed_wax_america","Patrick & Rivers",3.83
"spirit_animal","The White Years",4.21
"spirit_animal_2015_2_15_11_37_28","The White Years",4.07
"still_dreaming_3_66_6667_6_to_3","The Pacific Daydream Black Years",4.34
"still_dreaming_3_66_6667_6_to_3_1","The Pacific Daydream Black Years",4.44
"still_dreaming_4_67_6_to_3","The Pacific Daydream Black Years",4.55
"still_dreaming_5_solo_67_6_to_3","The Pacific Daydream Black Years",4.73
"still_dreaming_6_instrumental_67_6_to_3","The Pacific Daydream Black Years",4.1
"story_da_vinci_background_2013_11_19","EWBAITE",4.33
"stronger_double_chorus","The Red-Raditude-Hurley Years",4.17
"stronger_single_chorus","The Red-Raditude-Hurley Years",3.67
"stupid_robot_2004_06_03","The Make Believe Years",3.67
"summer_elaine_5_verse","The White Years",3
"summer_elaine_and_drunk_dori_1","The White Years",3.61
"summer_elaine_v6_lyrics_118","The White Years",4.1
"superfan_17","Weezma",3.64
"superfan_18","Weezma",4.12
"superfan_18_1","Weezma",4.28
"superfan_20","Weezma",3
"superfan_2012_11_26_acoustic_sketch","EWBAITE",3.8
"superfriend_w_alt_b_sftbh","The Blue-Pinkerton Years",4.18
"superstars_29","Weezma",3.25
"superstars_31","Weezma",4.31
"susanne_don_slacks","The Blue-Pinkerton Years",4.61
"take_it_easy_no_intro_low_verse_na_na_chorus_2004_05_18","The Make Believe Years",4.1
"take_it_easy_with_rock_intro_2004_06_04","The Make Believe Years",4.17
"tearing_me_6_8_piano","EWBAITE",3.19
"tearing_me_apart_piano_6_8_2","The White Years",3.44
"tell_me_what_you_did_2004_06_04","The Make Believe Years",4.83
"the_band_we_loved_the_most_3","Weezma",3
"the_band_we_loved_the_most_4","Weezma",2.75
"the_band_we_loved_the_most_5","Weezma",3
"the_band_we_loved_the_most_6","Weezma",3
"the_band_we_loved_the_most_inst","Weezma",3.25
"the_band_we_loved_the_most_inst_2","Weezma",3.25
"the_british_are_coming_v1","EWBAITE",4
"the_british_are_coming_v10","EWBAITE",4.5
"the_british_are_coming_v11","EWBAITE",3.83
"the_british_are_coming_v12","EWBAITE",4.25
"the_british_are_coming_v13","EWBAITE",3.8
"the_british_are_coming_v13_2","EWBAITE",4.46
"the_british_are_coming_v14","EWBAITE",3.92
"the_british_are_coming_v15","EWBAITE",3.83
"the_british_are_coming_v16","EWBAITE",3.88
"the_british_are_coming_v16_for_rc","EWBAITE",3.8
"the_british_are_coming_v17","EWBAITE",4.75
"the_british_are_coming_v18","EWBAITE",4.22
"the_british_are_coming_v2","EWBAITE",4.58
"the_british_are_coming_v23_no_b","EWBAITE",4.38
"the_british_are_coming_v3","EWBAITE",3.25
"the_british_are_coming_v30","EWBAITE",4
"the_british_are_coming_v31","EWBAITE",4.69
"the_british_are_coming_v32","EWBAITE",4.61
"the_british_are_coming_v33","EWBAITE",4.5
"the_british_are_coming_v34","EWBAITE",4.44
"the_british_are_coming_v35","EWBAITE",3.86
"the_british_are_coming_v36","EWBAITE",4
"the_british_are_coming_v37","EWBAITE",3.88
"the_british_are_coming_v38","EWBAITE",4.3
"the_british_are_coming_v4","EWBAITE",4.6
"the_british_are_coming_v40_sons_of_liberty","EWBAITE",3.2
"the_british_are_coming_v41_son_of_liberty","EWBAITE",4.18
"the_british_are_coming_v42_v_burning_my_books","EWBAITE",4.07
"the_british_are_coming_v43_burni","EWBAITE",4.4
"the_british_are_coming_v44_band","EWBAITE",4.2
"the_british_are_coming_v45_dumpi","EWBAITE",4.36
"the_british_are_coming_v46_v_stra","EWBAITE",3.25
"the_british_are_coming_v47","EWBAITE",4.17
"the_british_are_coming_v48","EWBAITE",4.4
"the_british_are_coming_v49","EWBAITE",4
"the_british_are_coming_v50","EWBAITE",4.63
"the_british_are_coming_v6","EWBAITE",3.93
"the_british_are_coming_v7","EWBAITE",3.86
"the_british_are_coming_v8","EWBAITE",3.5
"the_damage_in_your_heart_2004_01_09","The Make Believe Years",4.1
"the_damage_in_your_heart_2004_02_20","The Make Believe Years",4.39
"the_greatest_man_that_ever_lived","The Red-Raditude-Hurley Years",4.56
"the_key_to_my_heart_2_al_73","The Pacific Daydream Black Years",4.18
"the_new_girl","EWBAITE",4.29
"the_new_girl_2","EWBAITE",3.85
"the_purification_of_water_monterey_jack","The Blue-Pinkerton Years",4.6
"the_spider","The Red-Raditude-Hurley Years",4.31
"the_waste_land_v1","EWBAITE",4.72
"the_waste_land_v2","EWBAITE",4.25
"the_waste_land_v3","EWBAITE",4.2
"the_waste_land_v3_1","EWBAITE",4.2
"the_waste_land_v4","EWBAITE",4.43
"the_waste_land_v5","EWBAITE",4
"the_waste_land_v5_2","EWBAITE",4.75
"the_waste_land_v6","EWBAITE",4.14
"the_waste_land_v9","EWBAITE",4.43
"the_world_has_turned_and_left_me_here","Patrick & Rivers",4.37
"there_is_no_other_one_don_slacks","The Blue-Pinkerton Years",4.57
"theres_good_news_and_bad_news_2","The White Years",3.5
"theres_good_news_and_bad_news_4_n","The White Years",4.17
"this_girl_5_piano_verse_1","The White Years",2.81
"this_is_such_a_pity_2004_07_20","The Make Believe Years",4.4
"this_is_the_way","The Red-Raditude-Hurley Years",3.14
"thrown_it_all_away","Patrick & Rivers",4.75
"tired_of_sex_don_slacks","The Blue-Pinkerton Years",4.63
"tired_of_sex_sftbh","The Blue-Pinkerton Years",4.46
"tkx_21_theres_a_bomb_in_the_air","The Green Years",4.41
"to_infect","The White Years",2.94
"today_i_do_3_97_2","The Pacific Daydream Black Years",4.48
"too_many_thought_verse_variation_2018_10_30_9_40_3","The Pacific Daydream Black Years",2.62
"too_many_thoughts_in_my_head","The Pacific Daydream Black Years",3.38
"too_many_thoughts_in_my_head_120_3","The Pacific Daydream Black Years",4
"too_many_thoughts_in_my_head_3_126_4","The Pacific Daydream Black Years",3.62
"too_many_thoughts_in_my_head_4_126_4","The Pacific Daydream Black Years",4.7
"too_many_thoughts_in_my_head_4_noc3_126_4","The Pacific Daydream Black Years",3.9
"too_many_thoughts_in_my_head_5_126_4","The Pacific Daydream Black Years",4.17
"too_many_thoughts_in_my_head_9_personal_126_4","The Pacific Daydream Black Years",4.5
"too_many_thoughts_in_my_head_v2","EWBAITE",4
"too_many_thoughts_instrumental","EWBAITE",3.62
"too_many_thoughts_rough_1_oct_13","EWBAITE",3.25
"too_many_thoughts_verse_2018_5_21_14_18_16","The Pacific Daydream Black Years",3
"trippin_down_the_freeway_bgv","The Red-Raditude-Hurley Years",2.3
"trippin_down_the_freeway_guide_voca","The Red-Raditude-Hurley Years",3.5
"trippin_my_braiin_2008_edit","The Red-Raditude-Hurley Years",4.5
"troublemaker","The Red-Raditude-Hurley Years",4.29
"troublemaker_chunky_g_fe_f","The Red-Raditude-Hurley Years",2.38
"troublemaker_feel_and_low_bridge","The Red-Raditude-Hurley Years",2.75
"troublemaker_melody_crammed","The Red-Raditude-Hurley Years",2.83
"troublemaker_melody_shifted","The Red-Raditude-Hurley Years",2.86
"troublemaker_orig_feel","The Red-Raditude-Hurley Years",2.83
"troublemaker_strummy","The Red-Raditude-Hurley Years",3.71
"turn_me_around_take_1","The Green Years",3.8
"turn_me_around_take_3","The Green Years",4.32
"turn_me_round","The Green Years",4
"turn_me_round_edited","The Green Years",3.75
"turn_me_round_punk","The Make Believe Years",3.32
"unspoken_2008_edit_2","The Red-Raditude-Hurley Years",4.54
"until_you_love_me_miss_sweeney","The Red-Raditude-Hurley Years",4.57
"untitled1_10","The Pacific Daydream Black Years",1.25
"untitled1_11","The Pacific Daydream Black Years",1
"untitled1_3_2","The White Years",2.38
"untitled1_ewbaite","EWBAITE",3.64
"untitled11_2","The White Years",2.75
"untitled12_1","The White Years",2.7
"untitled12_1_2","The Pacific Daydream Black Years",2.17
"untitled12_2","The Pacific Daydream Black Years",2
"untitled12_2014_2_20_13_9_31","EWBAITE",1.88
"untitled14_1","The White Years",3.1
"untitled2_10","The White Years",1
"untitled2_6_2","The Pacific Daydream Black Years",2.83
"untitled2_foolish_father","EWBAITE",3.44
"untitled3_1_2","The White Years",2.5
"untitled3_2_father_father","EWBAITE",1.5
"untitled3_4","The White Years",1.67
"untitled3_5","The White Years",1.5
"untitled4_2_2","The White Years",1.88
"untitled5_2014_3_26_14_14_27","EWBAITE",2
"untitled5_4","The White Years",2
"untitled5_5","The White Years",1.67
"untitled5_6","The White Years",1.33
"untitled6","The White Years",2.5
"untitled6_2_2","The Pacific Daydream Black Years",1
"untitled7_1_do_you_wanna_get_high","The White Years",1.58
"untitled7_2014_2_6_12_24_31","EWBAITE",2.1
"untitled7_3","The White Years",1.7
"untitled9_2","The White Years",2.17
"vibrator_2013_10_7_acoustic_sketch_2","EWBAITE",3.75
"victory_i_dont_want_your_lovin","The Make Believe Years",4.03
"voice_memo_on_various_ewbaite_songs_2014_7_14","EWBAITE",4
"voice_memo_on_various_ewbaite_songs_2014_7_3","EWBAITE",3.67
"volunteers_v10","EWBAITE",4.7
"volunteers_v2","EWBAITE",4.53
"volunteers_v2_bgv_only","EWBAITE",3.33
"volunteers_v2_instrumental","EWBAITE",3.5
"volunteers_v2_lead_vocals_only","EWBAITE",2.67
"waiting_on_you_don_slacks","The Blue-Pinkerton Years",4.46
"we_are_all_we_have_1_ar_74","The Pacific Daydream Black Years",3.27
"we_are_all_we_have_4_stretch_chorus_74_1","The Pacific Daydream Black Years",3.66
"we_are_the_indians_v7","EWBAITE",3.92
"weekend_girl_2013_10_9_13_acoustic_sketch","EWBAITE",2.33
"weekend_girl_3","The Pacific Daydream Black Years",4.65
"weekend_girl_4_half_time_66_5","The Pacific Daydream Black Years",4.33
"weekend_girl_v2","EWBAITE",4.7
"weekend_woman_6_weekend_girl_66_5","The Pacific Daydream Black Years",3.46
"weekend_woman_7_resing_65","The Pacific Daydream Black Years",4.55
"weekend_woman_chorus","EWBAITE",2.88
"weezer_clarinet_waltz_varispeed","The Blue-Pinkerton Years",4.25
"weezer_clarinet_waltz_varispeed_2","The Blue-Pinkerton Years",4.29
"weezer_clarinet_waltz_varispeed_3","The Blue-Pinkerton Years",4.32
"what_happened_to_this_amazing_melody_2018_10_3_18_23_49","The Pacific Daydream Black Years",4.36
"when_we_were_young_2012_11_27_piano_sketch_with_josh","EWBAITE",3.3
"when_we_were_young_2012_11_6_piano_sketch","EWBAITE",3.19
"when_youre_alone_don_slacks","The Blue-Pinkerton Years",4.03
"white_girl_knees_tramp","The Red-Raditude-Hurley Years",3.08
"why_bother_don_slacks","The Blue-Pinkerton Years",4.61
"wind_in_our_sails","The White Years",3.5
"work_10_26_2012_14h19m1s","EWBAITE",2.38
"work_11_17_2012_19h33m35s","EWBAITE",2.8
"work_12_5_2013_9h42m35s","EWBAITE",1.33
"work_2_12_2013_10h39m3s","EWBAITE",3.5
"work_2_12_2013_10h44m30s","EWBAITE",2.5
"work_3_13_2013_1h0m52s","EWBAITE",1.75
"work_3_13_2013_1h18m56s","EWBAITE",1.5
"work_3_13_2013_1h23m57s","EWBAITE",1.75
"ws_30031","EWBAITE",3
"x01_autopilot_2","The Red-Raditude-Hurley Years",3.61
"x01_im_so_lonely","The Blue-Pinkerton Years",3.28
"x01_the_prettiest_girl_in_the_whole_w","The Green Years",4.7
"x016_let_it_all_hang_out","The Green Years",3
"x02_getchoo","The Blue-Pinkerton Years",4.54
"x02_heart_songs","The Red-Raditude-Hurley Years",4
"x02_lover_in_the_snow","The Green Years",4.74
"x03_dont_lead_me_on","The Green Years",2.78
"x03_lisa","The Blue-Pinkerton Years",4.38
"x04_i_dont_wanna_let_you_go","The Red-Raditude-Hurley Years",4.28
"x04_negativland","The Blue-Pinkerton Years",4.4
"x049_cold_and_damp","The Green Years",4.59
"x05_king_2","The Red-Raditude-Hurley Years",4.49
"x05_you_gave_your_love_to_me_softly","The Blue-Pinkerton Years",4.67
"x06_everybody_get_dangerous_2","The Red-Raditude-Hurley Years",3.85
"x06_undone","Pre-Weezer",4.29
"x06_when_youre_alone","The Blue-Pinkerton Years",3.89
"x07_i_dont_wanna_let_you_go_vso_3sho","The Red-Raditude-Hurley Years",4.74
"x07_susanne","The Blue-Pinkerton Years",4.63
"x08_miss_sweeney_2","The Red-Raditude-Hurley Years",4.62
"x08_there_is_no_other_one","The Blue-Pinkerton Years",4.46
"x09_let_me_wash_at_your_sink","The Blue-Pinkerton Years",4.55
"x1_5_4_77i_want_down_time_2015_2_23_17_23","The White Years",2.12
"x10_my_day_is_coming","The Red-Raditude-Hurley Years",3.95
"x10_waiting_on_you","The Blue-Pinkerton Years",4.72
"x11_oh_no_this_is_not_for_me","The Blue-Pinkerton Years",4.15
"x11_what_you_got_in_your_little_littl","Pre-Weezer",1.5
"x116_2015_2_16_12_49_50","The White Years",1.75
"x116_one_time_2015_2_25_13_52_22","The White Years",2.07
"x12_lisa","The Blue-Pinkerton Years",4.58
"x12_pig_2","The Red-Raditude-Hurley Years",4.72
"x12_tired_of_sex","The Blue-Pinkerton Years",4.58
"x13_shes_had_a_girl","The Blue-Pinkerton Years",3.82
"x132_minor_piano_chorus_or_verse_2018_5_2_11_30_59","The Pacific Daydream Black Years",3.75
"x14_amazing_contrary_motion_in_3_4","EWBAITE",2.58
"x14_i_cant_forget_the_way","Pre-Weezer",3.69
"x14_run_over_by_a_truck_2","The Red-Raditude-Hurley Years",4.32
"x14_what_is_this_i_find","The Blue-Pinkerton Years",4.19
"x15_now_i_finally_see","The Blue-Pinkerton Years",3.25
"x16_i_want_to_take_you_home_tonight","The Green Years",3.78
"x16_longtime_sunshine","The Blue-Pinkerton Years",4.34
"x16_the_odd_couple_2","The Red-Raditude-Hurley Years",3.54
"x17_im_lonely_on_a_saturday_night","The Blue-Pinkerton Years",4.18
"x18_oh_god_im_hungry","The Blue-Pinkerton Years",3.65
"x18_the_angel_and_the_one_2","The Red-Raditude-Hurley Years",4.61
"x19_im_on_fire_youre_a_liar","The Blue-Pinkerton Years",4.4
"x19_too_many_thoughts_in_my_head_now","The Green Years",2.08
"x19_trampoline","The Green Years",3.59
"x20_the_end_of_my_string","The Blue-Pinkerton Years",4.14
"x2017_01_31untitled2","The Pacific Daydream Black Years",1.58
"x2017_02_07untitled3","The Pacific Daydream Black Years",1.75
"x2017_02_07untitled4","The Pacific Daydream Black Years",2.5
"x21_i_cant_break_your_heart_slow","The Blue-Pinkerton Years",3.85
"x22_build_on_v_and_the_i_v_piano","The Red-Raditude-Hurley Years",3.25
"x22_money_makes_me_happy","The Blue-Pinkerton Years",3.97
"x23_my_minds_on_you","The Blue-Pinkerton Years",4.18
"x23_wan_and_wistful_silvertone_riff","The Green Years",2.75
"x24_defeat_on_the_hill","The Blue-Pinkerton Years",3.98
"x25_baroque_climbing_progression","The Red-Raditude-Hurley Years",3.21
"x25_clarinet_waltz","The Blue-Pinkerton Years",4.46
"x26_a_glorious_moment","The Blue-Pinkerton Years",4.12
"x385_2002_10_08_turn_me_round_with_o","The Green Years",3.64
"x385a_turn_me_round","The Green Years",2.5
"x385b","The Green Years",2.75
"x6_8_piano","EWBAITE",2.8
"x72_nothing_matters_in_the_world","The Green Years",4
"x77i_want_down_time_2015_2_23_17_23","The White Years",1.75
"x80s_prom_night_12","The White Years",2.8
"x80s_prom_night_v10_clean_verse_14","The White Years",2.5
"x80s_prom_night_v11_vpiano_whimsy","The White Years",3.43
"x80s_prom_night_v5","The White Years",4.73
"x80s_prom_night_v7_jake_verse","The White Years",2.7
"x80s_prom_night_v8_v7th_chords","The White Years",3
"x80s_prom_night_v9_v50s_piano","The White Years",3.3
"x84_interesting_rave_up_feel_i","The Green Years",2.12
"x92_piano_sus_2018_5_14_9_40_47","The Pacific Daydream Black Years",3.43
"x96_on_the_beach_2015_2_26_15_12_41","The White Years",3.73
"you_and_me_together","The Red-Raditude-Hurley Years",3
"you_and_me_together_2004_06_04","The Make Believe Years",3.93
"you_and_me_together_2013","EWBAITE",4.3
"you_and_me_together_2013_bgv_only","EWBAITE",2.25
"you_and_me_together_2013_inst_no_bas","EWBAITE",2.8
"you_and_me_together_2013_lead_voc_on","EWBAITE",2
"you_are_the_one_2015_1_15_10_52_27","The White Years",3.31
"you_could_take_me_anywhere_10","The White Years",4.54
"you_could_take_me_anywhere_8","The White Years",4.06
"you_could_take_me_anywhere_9","The White Years",3.56
"you_gave_your_love_to_me_softly_don_slacks","The Blue-Pinkerton Years",4.63
"you_think_youre_bad","The Red-Raditude-Hurley Years",4.14
"youre_my_best_friend_2004_04_23","The Make Believe Years",4.2
"youre_my_best_friend_voc_intro","The Make Believe Years",3.22
"youre_my_best_friend_voc_intro_c","The Make Believe Years",3.62
